sentiment,tweet,unit_id,golden,unit_state,trusted_judgments,last_judgment_at,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
negative,@SouthwestAir your app isnt working and i take off in like two hours help,681456371,FALSE,finalized,3,2/25/15 5:25,1,Customer Service Issue,0.6791,Southwest,NA,cosmicghoul,NA,0,NA,2/18/15 16:47,56821e13,they/them,Pacific Time (US & Canada)
negative,@SouthwestAir why can't you take me to Knoxville?? yall are my fav #help,681456372,FALSE,finalized,3,2/25/15 4:10,0.6426,Can't Tell,0.6426,Southwest,NA,AshleighMo_,NA,0,NA,2/18/15 16:46,56821e13,TX // IN,Eastern Time (US & Canada)
neutral,@SouthwestAir @Imaginedragons any info on #DestinationDragons ?? me &amp; @sammi_jon3s need to know..,681456373,FALSE,finalized,3,2/25/15 1:41,1,NA,NA,Southwest,NA,livvyports16,NA,1,NA,2/18/15 16:46,56821e13,NA,NA
positive,@SouthwestAir filing it now. Thank you for your response.,681456374,FALSE,finalized,3,2/25/15 4:41,0.7065,NA,NA,Southwest,NA,sdemuth,NA,0,"[29.65275101, -95.27596615]",2/18/15 16:45,56821e13,Maryland,Atlantic Time (Canada)
neutral,@SouthwestAir #DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!,681456375,FALSE,finalized,3,2/25/15 5:47,1,NA,NA,Southwest,NA,linkster93,NA,0,NA,2/18/15 16:31,568206e12,NA,NA
neutral,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,681456376,FALSE,finalized,3,2/25/15 2:51,0.6879,NA,0,Southwest,NA,ericcox122685,NA,0,NA,2/18/15 16:22,568204e12,NA,Central Time (US & Canada)
positive,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC,681456377,FALSE,finalized,3,2/25/15 8:10,0.7,NA,NA,Southwest,NA,mystudio54,NA,0,NA,2/18/15 16:18,568203e12,NA,NA
neutral,@SouthwestAir Thanks!!! :)  It is good to air on the side of caution,681456378,FALSE,finalized,3,2/25/15 4:35,0.6489,NA,NA,Southwest,NA,armond_ealey,NA,0,"[0.0, 0.0]",2/18/15 16:18,568203e12,NA,NA
negative,"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",681456379,FALSE,finalized,3,2/25/15 7:58,1,Customer Service Issue,1,Southwest,NA,ericcox122685,NA,0,NA,2/18/15 16:11,568201e12,NA,Central Time (US & Canada)
neutral,@SouthwestAir Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?,681456380,FALSE,finalized,3,2/25/15 11:31,0.6651,NA,0,Southwest,NA,Armywives101,NA,0,NA,2/18/15 16:02,568199e12,Fayetteville North Carolina,Eastern Time (US & Canada)
negative,"@SouthwestAir My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.",681456381,FALSE,finalized,3,2/25/15 4:50,0.697,Bad Flight,0.697,Southwest,NA,DcRealityPunch,NA,0,NA,2/18/15 15:51,568196e12,NA,Hawaii
positive,"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!",681456382,FALSE,finalized,3,2/25/15 9:52,0.649,NA,0,Southwest,NA,syrahminush,NA,0,NA,2/18/15 15:41,568194e12,"Bay Area, California",Pacific Time (US & Canada)
negative,@SouthwestAir doesn't even have gluten free peanuts. whyyy me??,681456383,FALSE,finalized,3,2/25/15 8:29,1,Can't Tell,0.6787,Southwest,NA,wreckingchelsea,NA,0,NA,2/18/15 15:40,568193e12,californyeah,Pacific Time (US & Canada)
neutral,@SouthwestAir when will dates to fly go past August 7 2015?,681456384,FALSE,finalized,3,2/25/15 7:23,1,NA,NA,Southwest,NA,syrahminush,NA,0,NA,2/18/15 15:35,568192e12,"Bay Area, California",Pacific Time (US & Canada)
positive,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223,681456385,FALSE,finalized,3,2/25/15 0:57,1,NA,NA,Southwest,NA,kjzukow,NA,0,NA,2/18/15 15:35,568192e12,NA,Eastern Time (US & Canada)
negative,@SouthwestAir Please update your website,681456386,FALSE,finalized,3,2/25/15 3:20,0.6582,Customer Service Issue,0.351,Southwest,NA,travelnube,NA,0,NA,2/18/15 15:31,568191e12,"Chicago, IL",Central Time (US & Canada)
neutral,YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,681456387,FALSE,finalized,3,2/25/15 1:28,0.6733,NA,0,Southwest,NA,Kaneshow,NA,1,NA,2/18/15 15:28,56819e13,Washington | Tampa | Baltimore,Eastern Time (US & Canada)
negative,"@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!",681456388,FALSE,finalized,3,2/25/15 4:45,0.6541,Bad Flight,0.3515,Southwest,NA,cindydchilds,NA,0,NA,2/18/15 15:25,568189e12,Maryland,Quito
negative,@SouthwestAir where was the inclement weather? Other flights left DCA today and this plane appeared to be coming from AUS.,681456389,FALSE,finalized,3,2/25/15 3:57,0.663,Late Flight,0.337,Southwest,NA,Kat_Obser,NA,0,NA,2/18/15 15:22,568189e12,"washington, dc",NA
positive,@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.,681456390,FALSE,finalized,3,2/25/15 5:57,1,NA,NA,Southwest,NA,kalenski,NA,0,NA,2/18/15 15:21,568189e12,Denver,Mountain Time (US & Canada)
neutral,@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,681456391,FALSE,finalized,3,2/25/15 9:39,1,NA,NA,Southwest,NA,Armywives101,NA,0,NA,2/18/15 15:18,568188e12,Fayetteville North Carolina,Eastern Time (US & Canada)
neutral,@SouthwestAir @Imaginedragons  Did they pick someone for Destination Dragons?,681456392,FALSE,finalized,3,2/25/15 3:40,0.6885,NA,0,Southwest,NA,campnhike75,NA,0,NA,2/18/15 15:17,568188e12,indiana,Hawaii
neutral,@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,681456393,FALSE,finalized,3,2/25/15 7:07,1,NA,NA,Southwest,NA,2Hats1Mike,NA,0,NA,2/18/15 15:00,568183e12,"Buffalo, NY",Eastern Time (US & Canada)
positive,@SouthwestAir thx - fingers crossed they are found.,681456394,FALSE,finalized,3,2/25/15 2:20,1,NA,NA,Southwest,NA,Val_Mack,NA,0,NA,2/18/15 14:59,568183e12,"Washington, DC",Eastern Time (US & Canada)
neutral,@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!,681456395,FALSE,finalized,3,2/25/15 6:18,1,NA,NA,Southwest,NA,livvyports16,NA,1,NA,2/18/15 14:57,568182e12,NA,NA
positive,@SouthwestAir So far so good! http://t.co/16c9ex79Rk,681456396,FALSE,finalized,3,2/25/15 7:42,1,NA,NA,Southwest,NA,joshuapromero,NA,0,NA,2/18/15 14:56,568182e12,"San Diego, CA",Pacific Time (US & Canada)
neutral,@SouthwestAir just DMed you guys!!! _ÔøΩÔøΩÔøΩ_ÔøΩÔøΩÔøΩ_ÔøΩÔøΩÔøΩ_ÔøΩÔøΩÔøΩ,681456397,FALSE,finalized,3,2/25/15 7:58,0.6863,NA,NA,Southwest,NA,TifffyHuang,NA,0,NA,2/18/15 14:54,568182e12,NA,NA
negative,"@SouthwestAir @LeeAnnHealey I was all, yeah sale fares! I got places to fly! Oh damn, right, I live where SWA doesn't fly. #why",681456398,FALSE,finalized,3,2/25/15 7:27,0.6596,Flight Booking Problems,0.3511,Southwest,NA,whofilets,NA,0,NA,2/18/15 14:51,568181e12,NA,Pacific Time (US & Canada)
positive,@SouthwestAir @Imaginedragons @beatsmusic I'd love to hear them live at @VelourLive @velourlive this saturday! #destinationdragons,681456399,FALSE,finalized,3,2/25/15 7:16,0.697,NA,NA,Southwest,NA,3b80af5c98854be,NA,0,NA,2/18/15 14:50,568181e12,NA,NA
positive,"@SouthwestAir that's why I fly y'all, that personalized service",681456400,FALSE,finalized,3,2/25/15 0:42,1,NA,NA,Southwest,NA,dalyrt5,NA,0,NA,2/18/15 14:50,568181e12,"Nashville, TN",Arizona
neutral,@SouthwestAir k but who won destination dragons,681456401,FALSE,finalized,3,2/25/15 3:54,0.6868,NA,0,Southwest,NA,m_nimzzz,NA,0,NA,2/18/15 14:49,56818e13,NA,Central Time (US & Canada)
positive,"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",681456402,FALSE,finalized,3,2/25/15 7:50,0.6867,NA,NA,Southwest,NA,dalyrt5,NA,0,NA,2/18/15 14:48,56818e13,"Nashville, TN",Arizona
negative,@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,681456403,FALSE,finalized,3,2/25/15 4:21,1,Customer Service Issue,0.6434,Southwest,NA,FMLBROOKLYN,NA,0,NA,2/18/15 14:45,56818e13,NA,Arizona
neutral,@SouthwestAir I dunno my travel information.. like what?,681456404,FALSE,finalized,3,2/25/15 1:15,1,NA,NA,Southwest,NA,FMLBROOKLYN,NA,0,NA,2/18/15 14:40,568178e12,NA,Arizona
negative,@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,681456405,FALSE,finalized,3,2/25/15 4:34,0.6771,Lost Luggage,0.6771,Southwest,NA,Val_Mack,NA,0,NA,2/18/15 14:40,568178e12,"Washington, DC",Eastern Time (US & Canada)
neutral,"@SouthwestAir snapchat, iMessage, instagram......",681456406,FALSE,finalized,3,2/25/15 4:35,0.6413,NA,0,Southwest,NA,FMLBROOKLYN,NA,0,NA,2/18/15 14:35,568177e12,NA,Arizona
negative,@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,681456407,FALSE,finalized,3,2/25/15 9:46,1,Bad Flight,1,Southwest,NA,FMLBROOKLYN,NA,0,NA,2/18/15 14:33,568177e12,NA,Arizona
negative,@SouthwestAir We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.,681456408,FALSE,finalized,3,2/25/15 6:40,1,Customer Service Issue,1,Southwest,NA,CollingMedia,NA,0,NA,2/18/15 14:27,568175e12,"Scottsdale, AZ",Arizona
negative,"@SouthwestAir alas, it was pretty full so we had to entertain ourselves with witty repartee ...",681456409,FALSE,finalized,3,2/25/15 3:30,0.709,Bad Flight,0.3641,Southwest,NA,anne_laflamme,NA,0,NA,2/18/15 14:21,568174e12,NA,Pacific Time (US & Canada)
neutral,@SouthwestAir will do! #heart #flying,681456410,FALSE,finalized,3,2/25/15 1:50,1,NA,NA,Southwest,NA,Shadowjin12,NA,0,NA,2/18/15 14:21,568173e12,NA,NA
negative,@SouthwestAir I am trying to book another flight and apply my credits that I had from another flight but I can't find them.,681456411,FALSE,finalized,3,2/25/15 9:48,0.7039,Flight Booking Problems,0.7039,Southwest,NA,angiezemog,NA,0,NA,2/18/15 14:15,568172e12,Los Angeles/Chicago,Quito
negative,@SouthwestAir So frustrated with my experience with #Southwest. 18 hours trapped in Denver bc of mechanical problems. #worstcustomerservice,681456412,FALSE,finalized,3,2/25/15 6:54,1,Late Flight,0.6503,Southwest,NA,jillianhello,NA,0,NA,2/18/15 14:11,568171e12,"Orange County, CA",Arizona
positive,@SouthwestAir awesome. thank you!,681456413,FALSE,finalized,3,2/25/15 3:08,1,NA,NA,Southwest,NA,missyw2you,NA,0,NA,2/18/15 14:11,568171e12,"Warren, OH",Eastern Time (US & Canada)
negative,@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,681456414,FALSE,finalized,3,2/25/15 7:13,1,Lost Luggage,0.6403,Southwest,NA,thisnamerocks2,NA,0,NA,2/18/15 14:09,56817e13,"Canton, MA",NA
negative,@SouthwestAir we have to stay in Chicago overnight and meet up with our bags there. I hope they stay put and don't get put on a flight.,681456415,FALSE,finalized,3,2/25/15 8:40,0.6769,Lost Luggage,0.6769,Southwest,NA,thisnamerocks2,NA,0,NA,2/18/15 14:07,56817e13,"Canton, MA",NA
positive,"@SouthwestAir luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.",681456416,FALSE,finalized,3,2/25/15 6:51,0.6374,NA,0,Southwest,NA,thisnamerocks2,NA,0,NA,2/18/15 14:07,56817e13,"Canton, MA",NA
negative,"@SouthwestAir are bicycles that the 62"", 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.",681456417,FALSE,finalized,3,2/25/15 8:31,0.6374,Customer Service Issue,0.3297,Southwest,NA,missyw2you,NA,0,NA,2/18/15 14:05,568169e12,"Warren, OH",Eastern Time (US & Canada)
neutral,@SouthwestAir is there a way to DM you?,681456418,FALSE,finalized,3,2/25/15 1:51,0.6635,NA,0,Southwest,NA,JDG1206,NA,0,NA,2/18/15 14:05,568169e12,"Fort Worth, TX",Central Time (US & Canada)
negative,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz,681456419,FALSE,finalized,3,2/25/15 9:37,1,Customer Service Issue,1,Southwest,NA,JDG1206,NA,0,NA,2/18/15 13:59,568168e12,"Fort Worth, TX",Central Time (US & Canada)
negative,"@SouthwestAir Open more kiosks at 
Austin-Bergstrom. Three lanes to service a line of 50 people? Really?",681456420,FALSE,finalized,3,2/25/15 8:35,1,longlines,1,Southwest,NA,SupermanHopkins,NA,0,NA,2/18/15 13:52,568166e12,NA,NA
positive,@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!,681456421,FALSE,finalized,3,2/25/15 8:54,0.6667,NA,NA,Southwest,NA,SarahFigge,NA,0,NA,2/18/15 13:48,568165e12,NA,NA
positive,@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list,681456422,FALSE,finalized,3,2/25/15 4:27,1,NA,NA,Southwest,NA,ljwoodworth,NA,0,NA,2/18/15 13:44,568164e12,Colorado,NA
positive,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,681456423,FALSE,finalized,3,2/25/15 8:28,1,NA,NA,Southwest,NA,chelsiesedore,NA,0,NA,2/18/15 13:37,568162e12,NA,NA
neutral,@SouthwestAir yall still fly in the cold right?,681456424,FALSE,finalized,3,2/25/15 2:15,1,NA,NA,Southwest,NA,Rickonia,NA,0,NA,2/18/15 13:33,568161e12,Zamunda,Pacific Time (US & Canada)
negative,"@SouthwestAir pls help me get this resolved &amp; reimbursement made.  gracias, rico; pls send me private msg with phone number or email address",681456425,FALSE,finalized,3,2/25/15 7:07,0.6848,Customer Service Issue,0.3478,Southwest,NA,mybadtequila,NA,0,NA,2/18/15 13:29,568161e12,"Scottsdale, AZ",Mountain Time (US & Canada)
negative,"@SouthwestAir A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!",681456426,FALSE,finalized,3,2/25/15 4:47,1,Customer Service Issue,1,Southwest,NA,rsalemania,NA,0,NA,2/18/15 13:26,56816e13,NA,Pacific Time (US & Canada)
negative,@SouthwestAir How do I stop getting credit card apps? I already have a card!,681456427,FALSE,finalized,3,2/25/15 7:54,0.6303,Can't Tell,0.3249,Southwest,NA,Havilandweb,NA,0,"[35.8271843, -87.43714049]",2/18/15 13:18,568158e12,"Centerville, TN",Central Time (US & Canada)
positive,@SouthwestAir thank you for handling this for me. Glad Southwest cares about what it's flyers think!,681456428,FALSE,finalized,3,2/25/15 4:32,1,NA,NA,Southwest,NA,CheteraC,NA,0,NA,2/18/15 13:09,568155e12,NA,NA
positive,Bingo! ÔøΩÔøΩÔøΩ@SouthwestAir: Thank you for bringing this to our attention. We'll be happy to reach out to Noah so we can make this right. ^MRÔøΩ€ù,681456429,FALSE,finalized,3,2/25/15 8:14,1,NA,NA,Southwest,NA,TedNguyen,NA,2,NA,2/18/15 13:09,568155e12,"Southern California, USA",Pacific Time (US & Canada)
neutral,"@SouthwestAir oops, Sorry, Done,",681456430,FALSE,finalized,3,2/25/15 2:15,1,NA,NA,Southwest,NA,jigisavegoqu,NA,0,NA,2/18/15 13:06,568155e12,Bay Area - Cali,NA
neutral,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.,681456431,FALSE,finalized,3,2/25/15 1:46,0.6771,NA,0,Southwest,NA,benfetch,NA,0,NA,2/18/15 13:02,568154e12,NA,Dublin
negative,@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.,681456432,FALSE,finalized,3,2/25/15 9:04,0.6463,Can't Tell,0.3316,Southwest,NA,natedlee,NA,0,NA,2/18/15 12:55,568152e12,D.C. Metro Area,Eastern Time (US & Canada)
neutral,@SouthwestAir I would but you need to follow me first ;-),681456433,FALSE,finalized,3,2/25/15 7:29,0.6545,NA,0,Southwest,NA,Brian_Fox,NA,0,NA,2/18/15 12:47,56815e13,"NH, United States",Eastern Time (US & Canada)
neutral,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,681456434,FALSE,finalized,3,2/25/15 7:11,1,NA,NA,Southwest,NA,alexandrea_h,NA,0,"[27.9344812, -82.47401175]",2/18/15 12:45,568149e12,"tampa, fl",Eastern Time (US & Canada)
positive,@SouthwestAir love..luv the addition of the passbook option.,681456435,FALSE,finalized,3,2/25/15 10:24,1,NA,NA,Southwest,NA,jwimpee,NA,0,NA,2/18/15 12:44,568149e12,"Rockwall, TX USA",Central Time (US & Canada)
positive,@SouthwestAir thanks for the follow up. So glad to get my bag back.,681456436,FALSE,finalized,3,2/25/15 2:08,1,NA,NA,Southwest,NA,Neetz4,NA,0,NA,2/18/15 12:43,568149e12,Maryland,NA
neutral,"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",681456437,FALSE,finalized,3,2/25/15 9:29,1,NA,NA,Southwest,NA,cj_deboer,NA,0,NA,2/18/15 12:40,568148e12,NA,NA
neutral,"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",681456438,FALSE,finalized,3,2/25/15 3:57,0.6883,NA,0,Southwest,NA,Brian_Fox,NA,0,NA,2/18/15 12:38,568147e12,"NH, United States",Eastern Time (US & Canada)
negative,@SouthwestAir if you guys fuck this up again  I will never forgive you,681456439,FALSE,finalized,3,2/25/15 9:09,0.6564,Customer Service Issue,0.6564,Southwest,NA,hiii_itsme,NA,0,NA,2/18/15 12:38,568147e12,NA,Atlantic Time (Canada)
negative,@SouthwestAir I'm smashed into a window by the giant guest sitting next to me. #4386. No way this guy should have been given 1 seat.,681456440,FALSE,finalized,3,2/25/15 5:07,0.6679,Customer Service Issue,0.3662,Southwest,NA,DesertDealer,NA,0,NA,2/18/15 12:33,568146e12,Las Vegas,Arizona
negative,@SouthwestAir I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.,681456441,FALSE,finalized,3,2/25/15 4:31,1,Bad Flight,0.662,Southwest,NA,DesertDealer,NA,0,NA,2/18/15 12:30,568146e12,Las Vegas,Arizona
positive,@SouthwestAir amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!,681456442,FALSE,finalized,3,2/25/15 3:20,1,NA,NA,Southwest,NA,Mariextweets,NA,0,NA,2/18/15 12:26,568144e12,NA,Pacific Time (US & Canada)
neutral,@southwestair #ftw! ÔøΩÔøΩÔøΩÔøΩÔøΩÔøΩ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,681456443,FALSE,finalized,3,2/25/15 8:20,1,NA,NA,Southwest,NA,Zachamon,NA,0,"[44.8741191, -93.22830677]",2/18/15 12:25,568144e12,North Minneapolis,Central Time (US & Canada)
neutral,@SouthwestAir did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme,681456444,FALSE,finalized,3,2/25/15 8:09,1,NA,NA,Southwest,NA,girlnamednour,NA,0,NA,2/18/15 12:12,568141e12,"Hockeytown, USA",Eastern Time (US & Canada)
positive,@SouthwestAir @love_dragonss lol I'm sorry I'm just seeing this now but LAUREN OH MY GOD AHHHH,681456445,FALSE,finalized,3,2/25/15 4:34,0.6632,NA,NA,Southwest,NA,Imagine_Sloom,NA,0,NA,2/18/15 12:10,568141e12,MA,Eastern Time (US & Canada)
negative,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.,681456446,FALSE,finalized,3,2/25/15 0:52,0.6731,Cancelled Flight,0.6731,Southwest,NA,angeladoheny26,NA,0,NA,2/18/15 12:05,568139e12,NA,NA
negative,@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.,681456447,FALSE,finalized,3,2/25/15 4:46,0.6606,longlines,0.6606,Southwest,NA,angeladoheny26,NA,0,NA,2/18/15 12:04,568139e12,NA,NA
positive,@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!,681456448,FALSE,finalized,3,2/25/15 3:01,1,NA,NA,Southwest,NA,Shadowjin12,NA,0,NA,2/18/15 11:58,568138e12,NA,NA
positive,@SouthwestAir JUST GAVE ME TICKETS TO SEE @Imaginedragons  AT @VelourLive ON SATURDAY. I CAN'T EVEN RIGHT NOW HAHA. THANK YOU!!!!,681456449,FALSE,finalized,3,2/25/15 9:10,1,NA,NA,Southwest,NA,eliinthemiddle,NA,1,NA,2/18/15 11:55,568137e12,NA,Mountain Time (US & Canada)
negative,"@SouthwestAir doesn't want to deal with me, but the world might want to know how they are treating their customers: http://t.co/sKKewqhssG",681456450,FALSE,finalized,3,2/25/15 1:47,1,Customer Service Issue,0.6906,Southwest,NA,JessikaKM,NA,0,NA,2/18/15 11:54,568137e12,NA,Quito
negative,@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,681456451,FALSE,finalized,3,2/25/15 6:52,1,longlines,1,Southwest,NA,angeladoheny26,NA,0,NA,2/18/15 11:49,568135e12,NA,NA
positive,@SouthwestAir @taylormdowns We share that value in common. :),681456452,FALSE,finalized,3,2/25/15 5:54,0.6669,NA,NA,Southwest,NA,GlendaVee,NA,0,NA,2/18/15 11:48,568135e12,NA,Pacific Time (US & Canada)
neutral,"@SouthwestAir Is the 1,750 bonus at 1800Flowers still on or did it expire 2/14/15?",681456453,FALSE,finalized,3,2/25/15 3:56,1,NA,NA,Southwest,NA,travelnube,NA,0,NA,2/18/15 11:46,568135e12,"Chicago, IL",Central Time (US & Canada)
positive,@SouthwestAir @karajusto OK we will! Thank you!!!,681456454,FALSE,finalized,3,2/25/15 6:51,0.6646,NA,NA,Southwest,NA,DanaChristos,NA,0,NA,2/18/15 11:45,568134e12,CT,Eastern Time (US & Canada)
neutral,@SouthwestAir 8FKQW is the conf #. Thanks for the reply,681456455,FALSE,finalized,3,2/25/15 4:43,0.6399,NA,NA,Southwest,NA,ejdicki,NA,0,NA,2/18/15 11:41,568133e12,"Dallas, TX",Central Time (US & Canada)
neutral,"@SouthwestAir Times change, I guess. http://t.co/osox9h7fWY",681456457,FALSE,finalized,3,2/25/15 4:14,1,NA,NA,Southwest,NA,Charlie_L_Hall,NA,0,NA,2/18/15 11:37,568132e12,NA,Central Time (US & Canada)
negative,@SouthwestAir #worstthingever 2days Late Flightr our lost bag was fedexed somewhere. Do you know where cause we don't &amp; it was delivered somewhere,681456458,FALSE,finalized,3,2/25/15 10:08,1,Lost Luggage,1,Southwest,NA,BlockRahel,NA,0,NA,2/18/15 11:31,568131e12,NA,NA
neutral,@SouthwestAir App Updated With #Passbook Support http://t.co/WrWqrUblPs via @ubergizmo,681456459,FALSE,finalized,3,2/25/15 7:56,1,NA,NA,Southwest,NA,passworksio,NA,0,NA,2/18/15 11:30,56813e13,Global,Lisbon
negative,"@SouthwestAir how do i know that my information is not found on other people's account?  I can see someone else's reservation, rr # and trip",681456460,FALSE,finalized,3,2/25/15 9:28,0.6939,Customer Service Issue,0.3571,Southwest,NA,jeparker232,NA,0,NA,2/18/15 11:21,568128e12,NA,NA
negative,@SouthwestAir I don't have a conference number.  I spoke with Courtney in Texas and David before that. they finally fixed mine after an hour,681456461,FALSE,finalized,3,2/25/15 2:54,0.6631,Customer Service Issue,0.3423,Southwest,NA,jeparker232,NA,0,NA,2/18/15 11:21,568128e12,NA,NA
neutral,@SouthwestAir Any possible chance of SWA bringing back service between LGA-BWI? It would make it much easier to connect to the west coast.,681456462,FALSE,finalized,3,2/25/15 2:46,1,NA,NA,Southwest,NA,DoctorFox007,NA,0,NA,2/18/15 11:15,568127e12,"ÃœT: 40.819919,-73.864869",Eastern Time (US & Canada)
neutral,@SouthwestAir please expedite missing bag claim #3526665682. Thanks!,681456463,FALSE,finalized,3,2/25/15 8:59,0.6703,NA,0,Southwest,NA,roq0114,NA,0,NA,2/18/15 11:13,568126e12,NA,NA
neutral,@SouthwestAir is there anything I can do to get tickets for @Imaginedragons at @VinylVegas? It would mean so much to me #DestinationDragons,681456464,FALSE,finalized,3,2/25/15 2:17,1,NA,NA,Southwest,NA,heatheralexis8,NA,0,NA,2/18/15 11:10,568125e12,Vegas,Pacific Time (US & Canada)
neutral,@SouthwestAir When does the new schedule open that takes us past 10/31?,681456465,FALSE,finalized,3,2/25/15 9:56,0.7033,NA,0,Southwest,NA,kimmck64,NA,0,NA,2/18/15 11:05,568124e12,NA,Central Time (US & Canada)
negative,@SouthwestAir Customer service said it was a known problem that they were using same confirmation numbers for domestic and international,681456466,FALSE,finalized,3,2/25/15 9:04,0.6667,Customer Service Issue,0.6667,Southwest,NA,jeparker232,NA,0,NA,2/18/15 10:57,568122e12,NA,NA
negative,@SouthwestAir looks like my 1 yr anni trip has been replaced w someone's itinerary. Worried abt who can c my flight http://t.co/BApE6RuMNE,681456467,FALSE,finalized,3,2/25/15 1:40,0.699,Can't Tell,0.3604,Southwest,NA,jeparker232,NA,0,NA,2/18/15 10:55,568122e12,NA,NA
neutral,@SouthwestAir go south everyone,681456468,FALSE,finalized,3,2/25/15 4:21,0.6735,NA,NA,Southwest,NA,BobbiStorm,NA,0,NA,2/18/15 10:41,568118e12,Miami,NA
negative,"@SouthwestAir why would I want to when the last time I did, you screwed me out of my early boarding that I PAID FOR.",681456469,FALSE,finalized,3,2/25/15 2:59,1,Flight Booking Problems,0.3592,Southwest,NA,CheteraC,NA,0,NA,2/18/15 10:34,568116e12,NA,NA
positive,@SouthwestAir thanks for the follow up.  I appreciate it.,681456470,FALSE,finalized,3,2/25/15 0:32,1,NA,NA,Southwest,NA,jdaniels1974,NA,0,"[38.97681463, -76.50266928]",2/18/15 10:22,568113e12,NA,NA
positive,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,681456471,FALSE,finalized,3,2/25/15 9:09,1,NA,NA,Southwest,NA,roq0114,NA,0,NA,2/18/15 10:20,568113e12,NA,NA
negative,@SouthwestAir #JamesAsworth has the worst corporate account manager #22 Brent. I will now take my 70plus flights to @Delta thank you,681456472,FALSE,finalized,3,2/25/15 7:13,1,Customer Service Issue,0.6474,Southwest,NA,IamWiz4Life,NA,0,NA,2/18/15 10:19,568113e12,ATL,Eastern Time (US & Canada)
neutral,@SouthwestAir just sent you a DM w/ additonal info,681456473,FALSE,finalized,3,2/25/15 7:30,1,NA,NA,Southwest,NA,suevannasing,NA,0,NA,2/18/15 10:16,568112e12,"Los Angeles, CA",Pacific Time (US & Canada)
